id,k_neighbor,proba_0,proba_1
22949,1,0.0,1.0
22950,1,0.0,1.0
22951,1,0.4,0.6
22952,1,0.4,0.6
22953,0,1.0,0.0
22954,1,0.4,0.6
22955,0,0.8,0.2
22956,1,0.2,0.8
22957,1,0.2,0.8
22958,1,0.4,0.6
22959,1,0.0,1.0
22960,1,0.4,0.6
22961,0,0.6,0.4
22962,0,1.0,0.0
22963,1,0.0,1.0
22964,1,0.0,1.0
22965,1,0.4,0.6
22966,1,0.2,0.8
22967,0,0.8,0.2
22968,0,0.8,0.2
22969,0,1.0,0.0
22970,1,0.0,1.0
22971,1,0.4,0.6
22972,1,0.4,0.6
22973,1,0.0,1.0
22974,1,0.4,0.6
22975,0,1.0,0.0
22976,0,1.0,0.0
22977,0,1.0,0.0
22978,1,0.4,0.6
22979,0,1.0,0.0
22980,1,0.4,0.6
22981,0,1.0,0.0
22982,0,0.6,0.4
22983,1,0.0,1.0
22984,0,0.6,0.4
22985,0,1.0,0.0
22986,1,0.0,1.0
22987,1,0.0,1.0
22988,1,0.2,0.8
22989,1,0.0,1.0
22990,1,0.4,0.6
22991,1,0.2,0.8
22992,0,0.8,0.2
22993,1,0.4,0.6
22994,1,0.4,0.6
22995,1,0.0,1.0
22996,1,0.0,1.0
22997,1,0.0,1.0
22998,1,0.4,0.6
22999,1,0.0,1.0
23000,0,0.8,0.2
23001,0,0.8,0.2
23002,0,0.8,0.2
23003,1,0.0,1.0
23004,0,0.6,0.4
23005,1,0.0,1.0
23006,1,0.4,0.6
23007,1,0.2,0.8
23008,0,1.0,0.0
23009,1,0.4,0.6
23010,0,1.0,0.0
23011,1,0.2,0.8
23012,1,0.2,0.8
23013,0,0.8,0.2
23014,1,0.4,0.6
23015,1,0.2,0.8
23016,1,0.0,1.0
23017,0,1.0,0.0
23018,0,1.0,0.0
23019,0,1.0,0.0
23020,0,1.0,0.0
23021,1,0.0,1.0
23022,1,0.2,0.8
23023,0,1.0,0.0
23024,1,0.0,1.0
23025,0,1.0,0.0
23026,1,0.0,1.0
23027,0,0.6,0.4
23028,0,0.8,0.2
23029,0,0.8,0.2
23030,0,0.6,0.4
23031,0,1.0,0.0
23032,1,0.0,1.0
23033,0,0.8,0.2
23034,0,0.8,0.2
23035,1,0.2,0.8
23036,1,0.0,1.0
23037,1,0.4,0.6
23038,0,1.0,0.0
23039,0,1.0,0.0
23040,1,0.0,1.0
23041,1,0.4,0.6
23042,1,0.0,1.0
23043,1,0.4,0.6
23044,1,0.2,0.8
23045,0,1.0,0.0
23046,1,0.4,0.6
23047,0,1.0,0.0
23048,1,0.0,1.0
23049,0,1.0,0.0
23050,0,0.8,0.2
23051,1,0.4,0.6
23052,0,0.6,0.4
23053,0,1.0,0.0
23054,1,0.0,1.0
23055,1,0.0,1.0
23056,1,0.2,0.8
23057,1,0.0,1.0
23058,1,0.0,1.0
23059,0,1.0,0.0
23060,0,0.8,0.2
23061,0,1.0,0.0
23062,0,0.8,0.2
23063,0,1.0,0.0
23064,1,0.0,1.0
23065,1,0.0,1.0
23066,0,1.0,0.0
23067,0,0.8,0.2
23068,1,0.2,0.8
23069,0,1.0,0.0
23070,1,0.4,0.6
23071,1,0.4,0.6
23072,1,0.0,1.0
23073,1,0.4,0.6
23074,0,1.0,0.0
23075,0,1.0,0.0
23076,1,0.4,0.6
23077,0,1.0,0.0
23078,0,0.8,0.2
23079,0,1.0,0.0
23080,0,0.6,0.4
23081,1,0.2,0.8
23082,0,1.0,0.0
23083,1,0.2,0.8
23084,0,1.0,0.0
23085,1,0.4,0.6
23086,1,0.0,1.0
23087,0,0.8,0.2
23088,0,1.0,0.0
23089,1,0.2,0.8
23090,0,1.0,0.0
23091,1,0.4,0.6
23092,0,1.0,0.0
23093,0,1.0,0.0
23094,0,0.8,0.2
23095,0,1.0,0.0
23096,0,0.8,0.2
23097,0,1.0,0.0
23098,1,0.4,0.6
23099,0,1.0,0.0
23100,0,1.0,0.0
23101,1,0.0,1.0
23102,0,0.8,0.2
23103,0,1.0,0.0
23104,0,1.0,0.0
23105,0,1.0,0.0
23106,0,1.0,0.0
23107,0,0.6,0.4
23108,1,0.0,1.0
23109,1,0.0,1.0
23110,0,0.8,0.2
23111,0,1.0,0.0
23112,0,0.6,0.4
23113,0,0.8,0.2
23114,1,0.0,1.0
23115,1,0.2,0.8
23116,0,0.8,0.2
23117,0,0.6,0.4
23118,1,0.2,0.8
23119,1,0.0,1.0
23120,0,0.8,0.2
23121,1,0.0,1.0
23122,1,0.0,1.0
23123,1,0.2,0.8
23124,0,1.0,0.0
23125,1,0.4,0.6
23126,0,1.0,0.0
23127,0,1.0,0.0
23128,1,0.0,1.0
23129,1,0.4,0.6
23130,1,0.0,1.0
23131,1,0.0,1.0
23132,0,0.8,0.2
23133,0,1.0,0.0
23134,1,0.4,0.6
23135,1,0.0,1.0
23136,1,0.0,1.0
23137,1,0.2,0.8
23138,1,0.0,1.0
23139,0,1.0,0.0
23140,1,0.0,1.0
23141,0,1.0,0.0
23142,0,1.0,0.0
23143,1,0.0,1.0
23144,0,1.0,0.0
23145,0,1.0,0.0
23146,0,0.8,0.2
23147,0,1.0,0.0
23148,1,0.0,1.0
23149,0,0.6,0.4
23150,1,0.0,1.0
23151,0,0.8,0.2
23152,1,0.2,0.8
23153,0,0.6,0.4
23154,1,0.2,0.8
23155,0,1.0,0.0
23156,1,0.0,1.0
23157,1,0.0,1.0
23158,0,1.0,0.0
23159,0,0.8,0.2
23160,0,1.0,0.0
23161,0,1.0,0.0
23162,0,0.8,0.2
23163,1,0.2,0.8
23164,0,1.0,0.0
23165,0,0.8,0.2
23166,1,0.4,0.6
23167,1,0.4,0.6
23168,0,0.6,0.4
23169,0,1.0,0.0
23170,1,0.0,1.0
23171,1,0.4,0.6
23172,1,0.4,0.6
23173,0,1.0,0.0
23174,1,0.2,0.8
23175,1,0.4,0.6
23176,1,0.0,1.0
23177,0,0.6,0.4
23178,0,0.6,0.4
23179,0,0.6,0.4
23180,1,0.0,1.0
23181,0,1.0,0.0
23182,0,0.6,0.4
23183,1,0.4,0.6
23184,0,1.0,0.0
23185,0,1.0,0.0
23186,1,0.0,1.0
23187,1,0.2,0.8
23188,0,1.0,0.0
23189,0,0.6,0.4
23190,1,0.2,0.8
23191,1,0.4,0.6
23192,0,1.0,0.0
23193,1,0.4,0.6
23194,1,0.0,1.0
23195,0,1.0,0.0
23196,1,0.0,1.0
23197,1,0.4,0.6
23198,0,1.0,0.0
23199,1,0.2,0.8
23200,0,0.8,0.2
23201,0,1.0,0.0
23202,0,1.0,0.0
23203,0,0.6,0.4
23204,1,0.2,0.8
23205,1,0.0,1.0
23206,1,0.0,1.0
23207,0,1.0,0.0
23208,1,0.4,0.6
23209,0,0.6,0.4
23210,1,0.4,0.6
23211,1,0.4,0.6
23212,0,0.6,0.4
23213,1,0.2,0.8
23214,1,0.2,0.8
23215,0,1.0,0.0
23216,1,0.2,0.8
23217,1,0.4,0.6
23218,0,1.0,0.0
23219,0,1.0,0.0
23220,0,1.0,0.0
23221,1,0.0,1.0
23222,0,1.0,0.0
23223,1,0.0,1.0
23224,0,1.0,0.0
23225,1,0.0,1.0
23226,0,1.0,0.0
23227,0,1.0,0.0
23228,1,0.0,1.0
23229,1,0.0,1.0
23230,0,0.6,0.4
23231,1,0.2,0.8
23232,1,0.0,1.0
23233,0,0.6,0.4
23234,0,0.8,0.2
23235,1,0.0,1.0
23236,1,0.4,0.6
23237,0,1.0,0.0
23238,1,0.2,0.8
23239,0,1.0,0.0
23240,1,0.0,1.0
23241,1,0.0,1.0
23242,0,0.8,0.2
23243,1,0.2,0.8
23244,0,0.6,0.4
23245,1,0.0,1.0
23246,1,0.2,0.8
23247,1,0.0,1.0
23248,1,0.2,0.8
23249,1,0.0,1.0
23250,0,1.0,0.0
23251,0,1.0,0.0
23252,0,1.0,0.0
23253,1,0.2,0.8
23254,1,0.2,0.8
23255,1,0.0,1.0
23256,1,0.2,0.8
23257,0,0.8,0.2
23258,0,1.0,0.0
23259,0,0.8,0.2
23260,0,0.6,0.4
23261,1,0.2,0.8
23262,0,0.6,0.4
23263,0,0.8,0.2
23264,0,0.8,0.2
23265,1,0.0,1.0
23266,0,0.8,0.2
23267,0,0.6,0.4
23268,1,0.0,1.0
23269,0,0.6,0.4
23270,0,1.0,0.0
23271,0,0.8,0.2
23272,0,1.0,0.0
23273,1,0.0,1.0
23274,1,0.0,1.0
23275,0,0.8,0.2
23276,0,0.6,0.4
23277,1,0.2,0.8
23278,1,0.0,1.0
23279,0,0.8,0.2
23280,1,0.2,0.8
23281,0,0.6,0.4
23282,0,0.8,0.2
23283,1,0.0,1.0
23284,0,0.6,0.4
23285,0,0.6,0.4
23286,1,0.0,1.0
23287,0,0.6,0.4
23288,0,0.8,0.2
23289,1,0.2,0.8
23290,1,0.2,0.8
23291,0,0.8,0.2
23292,0,1.0,0.0
23293,0,0.6,0.4
23294,0,1.0,0.0
23295,1,0.0,1.0
23296,0,1.0,0.0
23297,1,0.2,0.8
23298,0,0.8,0.2
23299,1,0.0,1.0
23300,0,1.0,0.0
23301,1,0.0,1.0
23302,1,0.0,1.0
23303,1,0.4,0.6
23304,0,0.6,0.4
23305,1,0.0,1.0
23306,0,0.6,0.4
23307,1,0.2,0.8
23308,0,1.0,0.0
23309,0,1.0,0.0
23310,1,0.4,0.6
23311,0,1.0,0.0
23312,0,0.6,0.4
23313,1,0.0,1.0
23314,0,0.8,0.2
23315,0,1.0,0.0
23316,0,0.6,0.4
23317,0,1.0,0.0
23318,1,0.0,1.0
23319,0,1.0,0.0
23320,1,0.4,0.6
23321,0,0.6,0.4
23322,0,1.0,0.0
23323,1,0.4,0.6
23324,1,0.0,1.0
23325,0,0.6,0.4
23326,1,0.2,0.8
23327,1,0.4,0.6
23328,1,0.0,1.0
23329,1,0.4,0.6
23330,1,0.4,0.6
23331,1,0.0,1.0
23332,1,0.0,1.0
23333,0,1.0,0.0
23334,0,0.6,0.4
23335,1,0.0,1.0
23336,0,1.0,0.0
23337,0,1.0,0.0
23338,1,0.0,1.0
23339,1,0.0,1.0
23340,1,0.4,0.6
23341,1,0.4,0.6
23342,0,1.0,0.0
23343,1,0.4,0.6
23344,1,0.0,1.0
23345,1,0.0,1.0
23346,0,1.0,0.0
23347,1,0.0,1.0
23348,0,1.0,0.0
23349,1,0.0,1.0
23350,0,0.8,0.2
23351,1,0.4,0.6
23352,0,1.0,0.0
23353,1,0.2,0.8
23354,1,0.2,0.8
23355,1,0.2,0.8
23356,0,0.8,0.2
23357,1,0.0,1.0
23358,0,0.8,0.2
23359,1,0.0,1.0
23360,0,1.0,0.0
23361,0,0.6,0.4
23362,1,0.2,0.8
23363,1,0.2,0.8
23364,0,0.6,0.4
23365,0,0.8,0.2
23366,1,0.4,0.6
23367,1,0.2,0.8
23368,1,0.0,1.0
23369,1,0.2,0.8
23370,0,0.6,0.4
23371,0,1.0,0.0
23372,1,0.2,0.8
23373,1,0.0,1.0
23374,1,0.0,1.0
23375,1,0.0,1.0
23376,1,0.4,0.6
23377,0,0.8,0.2
23378,0,0.6,0.4
23379,1,0.0,1.0
23380,1,0.4,0.6
23381,1,0.0,1.0
23382,0,1.0,0.0
23383,1,0.0,1.0
23384,1,0.2,0.8
23385,1,0.0,1.0
23386,1,0.2,0.8
23387,0,1.0,0.0
23388,1,0.0,1.0
23389,0,0.8,0.2
23390,1,0.0,1.0
23391,1,0.0,1.0
23392,0,0.6,0.4
23393,0,0.6,0.4
23394,1,0.0,1.0
23395,0,0.6,0.4
23396,0,0.6,0.4
23397,1,0.0,1.0
23398,1,0.4,0.6
23399,1,0.2,0.8
23400,1,0.0,1.0
23401,0,1.0,0.0
23402,0,0.6,0.4
23403,1,0.0,1.0
23404,1,0.0,1.0
23405,0,1.0,0.0
23406,0,0.8,0.2
23407,1,0.0,1.0
23408,1,0.2,0.8
23409,1,0.0,1.0
23410,0,0.6,0.4
23411,1,0.2,0.8
23412,0,1.0,0.0
23413,0,1.0,0.0
23414,0,1.0,0.0
23415,1,0.0,1.0
23416,0,1.0,0.0
23417,0,1.0,0.0
23418,1,0.0,1.0
23419,0,1.0,0.0
23420,0,1.0,0.0
23421,0,0.6,0.4
23422,1,0.4,0.6
23423,1,0.0,1.0
23424,1,0.0,1.0
23425,1,0.0,1.0
23426,0,0.6,0.4
23427,1,0.4,0.6
23428,0,0.8,0.2
23429,1,0.0,1.0
23430,0,1.0,0.0
23431,1,0.0,1.0
23432,1,0.0,1.0
23433,1,0.2,0.8
23434,1,0.2,0.8
23435,0,1.0,0.0
23436,1,0.2,0.8
23437,1,0.2,0.8
23438,1,0.4,0.6
23439,0,1.0,0.0
23440,1,0.0,1.0
23441,0,1.0,0.0
23442,1,0.0,1.0
23443,1,0.4,0.6
23444,0,0.8,0.2
23445,1,0.0,1.0
23446,1,0.2,0.8
23447,0,0.6,0.4
23448,0,1.0,0.0
23449,0,1.0,0.0
23450,1,0.0,1.0
23451,0,0.6,0.4
23452,1,0.0,1.0
23453,1,0.0,1.0
23454,0,0.6,0.4
23455,0,0.6,0.4
23456,0,0.6,0.4
23457,1,0.4,0.6
23458,1,0.0,1.0
23459,1,0.0,1.0
23460,1,0.0,1.0
23461,0,0.8,0.2
23462,1,0.2,0.8
23463,1,0.0,1.0
23464,1,0.0,1.0
23465,1,0.0,1.0
23466,0,0.6,0.4
23467,1,0.2,0.8
23468,1,0.4,0.6
23469,0,1.0,0.0
23470,0,0.8,0.2
23471,0,0.6,0.4
23472,1,0.0,1.0
23473,1,0.0,1.0
23474,0,1.0,0.0
23475,0,0.6,0.4
23476,1,0.0,1.0
23477,1,0.2,0.8
23478,0,0.6,0.4
23479,0,1.0,0.0
23480,1,0.0,1.0
23481,1,0.2,0.8
23482,1,0.4,0.6
23483,0,1.0,0.0
23484,1,0.2,0.8
23485,1,0.4,0.6
23486,0,1.0,0.0
23487,0,0.6,0.4
23488,1,0.2,0.8
23489,0,0.8,0.2
23490,0,1.0,0.0
23491,0,1.0,0.0
23492,1,0.0,1.0
23493,1,0.0,1.0
23494,1,0.0,1.0
23495,1,0.0,1.0
23496,0,0.6,0.4
23497,0,0.8,0.2
23498,0,0.8,0.2
23499,0,0.6,0.4
23500,1,0.4,0.6
23501,1,0.4,0.6
23502,0,0.8,0.2
23503,1,0.2,0.8
23504,0,0.6,0.4
23505,1,0.0,1.0
23506,1,0.4,0.6
23507,1,0.0,1.0
23508,0,1.0,0.0
23509,1,0.0,1.0
23510,0,0.8,0.2
23511,1,0.4,0.6
23512,0,1.0,0.0
23513,1,0.0,1.0
23514,1,0.4,0.6
23515,0,1.0,0.0
23516,0,1.0,0.0
23517,1,0.0,1.0
23518,0,1.0,0.0
23519,0,1.0,0.0
23520,0,0.6,0.4
23521,1,0.0,1.0
23522,1,0.2,0.8
23523,1,0.0,1.0
23524,1,0.4,0.6
23525,1,0.4,0.6
23526,0,1.0,0.0
23527,0,0.6,0.4
23528,1,0.0,1.0
23529,1,0.0,1.0
23530,0,0.6,0.4
23531,0,0.6,0.4
23532,0,1.0,0.0
23533,1,0.4,0.6
23534,0,0.8,0.2
23535,0,0.8,0.2
23536,1,0.2,0.8
23537,1,0.4,0.6
23538,1,0.0,1.0
23539,0,1.0,0.0
23540,0,0.6,0.4
23541,1,0.2,0.8
23542,0,1.0,0.0
23543,0,1.0,0.0
23544,0,0.8,0.2
23545,1,0.4,0.6
23546,0,0.6,0.4
23547,0,1.0,0.0
23548,1,0.0,1.0
23549,0,0.8,0.2
23550,1,0.2,0.8
23551,1,0.0,1.0
23552,1,0.4,0.6
23553,1,0.0,1.0
23554,0,1.0,0.0
23555,0,0.6,0.4
23556,0,1.0,0.0
23557,0,1.0,0.0
23558,1,0.2,0.8
23559,1,0.4,0.6
23560,0,0.8,0.2
23561,0,1.0,0.0
23562,0,0.8,0.2
23563,0,1.0,0.0
23564,0,0.6,0.4
23565,0,0.8,0.2
23566,1,0.0,1.0
23567,0,1.0,0.0
23568,1,0.4,0.6
23569,1,0.0,1.0
23570,0,1.0,0.0
23571,0,1.0,0.0
23572,1,0.0,1.0
23573,1,0.2,0.8
23574,1,0.4,0.6
23575,1,0.0,1.0
23576,1,0.2,0.8
23577,0,0.8,0.2
23578,0,0.8,0.2
23579,1,0.4,0.6
23580,0,0.6,0.4
23581,1,0.4,0.6
23582,1,0.4,0.6
23583,0,0.8,0.2
23584,0,0.6,0.4
23585,0,0.6,0.4
23586,1,0.4,0.6
23587,0,0.6,0.4
23588,1,0.4,0.6
23589,1,0.2,0.8
23590,0,1.0,0.0
23591,0,0.8,0.2
23592,0,1.0,0.0
23593,1,0.0,1.0
23594,1,0.2,0.8
23595,1,0.0,1.0
23596,0,0.8,0.2
23597,0,0.8,0.2
23598,0,1.0,0.0
23599,1,0.0,1.0
23600,0,1.0,0.0
23601,1,0.4,0.6
23602,1,0.4,0.6
23603,0,1.0,0.0
23604,1,0.2,0.8
23605,0,1.0,0.0
23606,0,0.8,0.2
23607,1,0.4,0.6
23608,0,0.8,0.2
23609,0,0.8,0.2
23610,1,0.0,1.0
23611,0,1.0,0.0
23612,0,0.8,0.2
23613,0,0.6,0.4
23614,1,0.2,0.8
23615,1,0.4,0.6
23616,1,0.4,0.6
23617,1,0.4,0.6
23618,0,0.8,0.2
23619,0,0.8,0.2
23620,1,0.0,1.0
23621,1,0.0,1.0
23622,0,0.6,0.4
23623,0,1.0,0.0
23624,0,1.0,0.0
23625,0,0.8,0.2
23626,0,0.6,0.4
23627,1,0.2,0.8
23628,0,1.0,0.0
23629,1,0.2,0.8
23630,0,1.0,0.0
23631,1,0.2,0.8
23632,0,1.0,0.0
23633,0,1.0,0.0
23634,0,1.0,0.0
23635,1,0.2,0.8
23636,0,1.0,0.0
23637,0,0.8,0.2
23638,1,0.2,0.8
23639,0,1.0,0.0
23640,1,0.4,0.6
23641,0,1.0,0.0
23642,1,0.4,0.6
23643,1,0.2,0.8
23644,0,0.6,0.4
23645,1,0.0,1.0
23646,1,0.0,1.0
23647,0,0.8,0.2
23648,1,0.0,1.0
23649,1,0.0,1.0
23650,0,1.0,0.0
23651,0,1.0,0.0
23652,0,1.0,0.0
23653,1,0.0,1.0
23654,1,0.0,1.0
23655,0,0.6,0.4
23656,0,1.0,0.0
23657,1,0.4,0.6
23658,0,1.0,0.0
23659,0,1.0,0.0
23660,1,0.4,0.6
23661,1,0.0,1.0
23662,0,0.6,0.4
23663,0,1.0,0.0
23664,0,1.0,0.0
23665,0,0.8,0.2
23666,0,0.8,0.2
23667,0,1.0,0.0
23668,0,1.0,0.0
23669,1,0.4,0.6
23670,1,0.2,0.8
23671,1,0.0,1.0
23672,0,0.8,0.2
23673,0,0.6,0.4
23674,0,1.0,0.0
23675,0,0.6,0.4
23676,1,0.0,1.0
23677,1,0.4,0.6
23678,1,0.0,1.0
23679,1,0.0,1.0
23680,0,0.6,0.4
23681,0,1.0,0.0
23682,0,0.8,0.2
23683,0,1.0,0.0
23684,1,0.0,1.0
23685,0,1.0,0.0
23686,1,0.0,1.0
23687,1,0.2,0.8
23688,1,0.0,1.0
23689,1,0.0,1.0
23690,0,1.0,0.0
23691,0,1.0,0.0
23692,1,0.0,1.0
23693,0,1.0,0.0
23694,0,1.0,0.0
23695,0,1.0,0.0
23696,0,0.8,0.2
23697,0,1.0,0.0
23698,0,1.0,0.0
23699,0,1.0,0.0
23700,1,0.0,1.0
23701,0,0.8,0.2
23702,1,0.0,1.0
23703,1,0.2,0.8
23704,1,0.0,1.0
23705,1,0.0,1.0
23706,1,0.0,1.0
23707,0,0.6,0.4
23708,0,0.6,0.4
23709,1,0.4,0.6
23710,1,0.4,0.6
23711,1,0.0,1.0
23712,1,0.4,0.6
23713,1,0.0,1.0
23714,1,0.0,1.0
23715,0,0.8,0.2
23716,1,0.0,1.0
23717,1,0.0,1.0
23718,1,0.4,0.6
23719,1,0.2,0.8
23720,1,0.4,0.6
23721,0,1.0,0.0
23722,1,0.0,1.0
23723,0,0.8,0.2
23724,1,0.0,1.0
23725,0,1.0,0.0
23726,0,0.8,0.2
23727,1,0.4,0.6
23728,1,0.4,0.6
23729,1,0.2,0.8
23730,0,1.0,0.0
23731,0,1.0,0.0
23732,0,0.8,0.2
23733,1,0.0,1.0
23734,1,0.0,1.0
23735,0,0.6,0.4
23736,1,0.0,1.0
23737,0,0.8,0.2
23738,1,0.2,0.8
23739,1,0.4,0.6
23740,1,0.4,0.6
23741,1,0.2,0.8
23742,1,0.0,1.0
23743,1,0.0,1.0
23744,1,0.4,0.6
23745,1,0.0,1.0
23746,0,0.8,0.2
23747,1,0.4,0.6
23748,1,0.0,1.0
23749,0,1.0,0.0
23750,1,0.4,0.6
23751,1,0.0,1.0
23752,0,0.6,0.4
23753,1,0.2,0.8
23754,1,0.4,0.6
23755,0,1.0,0.0
23756,0,1.0,0.0
23757,1,0.4,0.6
23758,1,0.0,1.0
23759,1,0.4,0.6
23760,0,1.0,0.0
23761,1,0.2,0.8
23762,0,1.0,0.0
23763,0,0.8,0.2
23764,1,0.0,1.0
23765,1,0.0,1.0
23766,1,0.0,1.0
23767,0,0.8,0.2
23768,0,0.8,0.2
23769,1,0.2,0.8
23770,1,0.4,0.6
23771,1,0.4,0.6
23772,0,1.0,0.0
23773,1,0.2,0.8
23774,1,0.0,1.0
23775,0,0.8,0.2
23776,0,1.0,0.0
23777,0,0.8,0.2
23778,1,0.2,0.8
23779,0,0.6,0.4
23780,0,1.0,0.0
23781,0,0.6,0.4
23782,0,1.0,0.0
23783,1,0.0,1.0
23784,1,0.0,1.0
23785,1,0.4,0.6
23786,0,1.0,0.0
23787,1,0.2,0.8
23788,0,0.8,0.2
23789,1,0.4,0.6
23790,0,1.0,0.0
23791,0,0.6,0.4
23792,0,1.0,0.0
23793,0,1.0,0.0
23794,1,0.2,0.8
23795,0,0.6,0.4
23796,0,0.6,0.4
23797,0,1.0,0.0
23798,1,0.0,1.0
23799,0,1.0,0.0
23800,0,1.0,0.0
23801,0,1.0,0.0
23802,1,0.4,0.6
23803,0,0.6,0.4
23804,0,0.6,0.4
23805,0,0.6,0.4
23806,1,0.0,1.0
23807,1,0.4,0.6
23808,0,1.0,0.0
23809,0,1.0,0.0
23810,1,0.2,0.8
23811,0,1.0,0.0
23812,1,0.2,0.8
23813,1,0.0,1.0
23814,1,0.0,1.0
23815,1,0.0,1.0
23816,0,0.6,0.4
23817,1,0.4,0.6
23818,0,0.6,0.4
23819,1,0.0,1.0
23820,1,0.0,1.0
23821,1,0.0,1.0
23822,1,0.0,1.0
23823,1,0.0,1.0
23824,1,0.2,0.8
23825,1,0.0,1.0
23826,0,0.8,0.2
23827,1,0.0,1.0
23828,1,0.0,1.0
23829,1,0.0,1.0
23830,1,0.2,0.8
23831,1,0.0,1.0
23832,1,0.2,0.8
23833,0,1.0,0.0
23834,0,0.6,0.4
23835,1,0.0,1.0
23836,1,0.0,1.0
23837,1,0.4,0.6
23838,0,0.6,0.4
23839,0,1.0,0.0
23840,1,0.4,0.6
23841,1,0.4,0.6
23842,1,0.0,1.0
23843,1,0.0,1.0
23844,1,0.0,1.0
23845,1,0.4,0.6
23846,0,1.0,0.0
23847,0,0.6,0.4
23848,0,0.8,0.2
23849,1,0.0,1.0
23850,0,1.0,0.0
23851,1,0.0,1.0
23852,0,0.6,0.4
23853,0,0.8,0.2
23854,1,0.2,0.8
23855,1,0.2,0.8
23856,0,1.0,0.0
23857,0,0.8,0.2
23858,0,1.0,0.0
23859,1,0.0,1.0
23860,0,0.6,0.4
23861,1,0.4,0.6
23862,1,0.2,0.8
23863,0,0.8,0.2
23864,0,0.8,0.2
23865,1,0.2,0.8
23866,1,0.0,1.0
23867,0,1.0,0.0
23868,1,0.0,1.0
23869,0,1.0,0.0
23870,1,0.4,0.6
23871,0,1.0,0.0
23872,1,0.2,0.8
23873,1,0.0,1.0
23874,0,0.6,0.4
23875,0,1.0,0.0
23876,0,1.0,0.0
23877,0,0.6,0.4
23878,1,0.4,0.6
23879,0,0.8,0.2
23880,0,1.0,0.0
23881,1,0.0,1.0
23882,1,0.2,0.8
23883,0,1.0,0.0
23884,0,0.8,0.2
23885,1,0.2,0.8
23886,1,0.2,0.8
23887,1,0.2,0.8
23888,0,0.6,0.4
23889,1,0.4,0.6
23890,1,0.0,1.0
23891,0,1.0,0.0
23892,1,0.0,1.0
23893,0,0.8,0.2
23894,1,0.0,1.0
23895,0,0.8,0.2
23896,0,1.0,0.0
23897,1,0.0,1.0
23898,1,0.0,1.0
23899,0,0.8,0.2
23900,0,1.0,0.0
23901,1,0.2,0.8
23902,1,0.2,0.8
23903,1,0.4,0.6
23904,0,1.0,0.0
23905,0,1.0,0.0
23906,0,0.6,0.4
23907,1,0.0,1.0
23908,0,1.0,0.0
23909,1,0.0,1.0
23910,0,1.0,0.0
23911,0,1.0,0.0
23912,1,0.2,0.8
23913,0,0.6,0.4
23914,1,0.0,1.0
23915,1,0.0,1.0
23916,0,1.0,0.0
23917,0,1.0,0.0
23918,0,1.0,0.0
23919,1,0.4,0.6
23920,0,0.8,0.2
23921,0,0.8,0.2
23922,0,1.0,0.0
23923,1,0.2,0.8
23924,0,1.0,0.0
23925,1,0.2,0.8
23926,1,0.0,1.0
23927,1,0.0,1.0
23928,0,0.6,0.4
23929,1,0.0,1.0
23930,1,0.4,0.6
23931,0,1.0,0.0
23932,0,1.0,0.0
23933,1,0.2,0.8
23934,0,0.8,0.2
23935,0,1.0,0.0
23936,0,0.6,0.4
23937,1,0.4,0.6
23938,0,1.0,0.0
23939,1,0.2,0.8
23940,0,1.0,0.0
23941,0,0.8,0.2
23942,1,0.4,0.6
23943,0,1.0,0.0
23944,0,1.0,0.0
23945,1,0.4,0.6
23946,1,0.0,1.0
23947,1,0.4,0.6
23948,1,0.0,1.0
23949,0,1.0,0.0
23950,0,1.0,0.0
23951,0,0.6,0.4
23952,1,0.4,0.6
23953,1,0.0,1.0
23954,1,0.0,1.0
23955,0,0.8,0.2
23956,1,0.4,0.6
23957,0,0.8,0.2
23958,1,0.0,1.0
23959,1,0.2,0.8
23960,0,1.0,0.0
23961,1,0.4,0.6
23962,1,0.0,1.0
23963,1,0.4,0.6
23964,0,1.0,0.0
23965,0,0.6,0.4
23966,0,1.0,0.0
23967,1,0.4,0.6
23968,1,0.0,1.0
23969,0,1.0,0.0
23970,1,0.0,1.0
23971,1,0.0,1.0
23972,0,0.6,0.4
23973,0,1.0,0.0
23974,1,0.0,1.0
23975,0,1.0,0.0
23976,0,1.0,0.0
23977,1,0.0,1.0
23978,0,0.6,0.4
23979,0,0.8,0.2
23980,0,1.0,0.0
23981,0,0.6,0.4
23982,1,0.2,0.8
23983,0,1.0,0.0
23984,1,0.2,0.8
23985,1,0.0,1.0
23986,1,0.0,1.0
23987,1,0.4,0.6
23988,0,0.8,0.2
23989,0,1.0,0.0
23990,0,1.0,0.0
23991,1,0.0,1.0
23992,0,1.0,0.0
23993,1,0.0,1.0
23994,0,1.0,0.0
23995,1,0.0,1.0
23996,0,0.8,0.2
23997,0,1.0,0.0
23998,1,0.2,0.8
23999,0,1.0,0.0
24000,0,0.6,0.4
24001,1,0.4,0.6
24002,0,1.0,0.0
24003,0,0.6,0.4
24004,0,0.6,0.4
24005,0,0.6,0.4
24006,1,0.4,0.6
24007,1,0.0,1.0
24008,1,0.0,1.0
24009,1,0.0,1.0
24010,1,0.0,1.0
24011,1,0.0,1.0
24012,0,1.0,0.0
24013,1,0.0,1.0
24014,0,1.0,0.0
24015,1,0.0,1.0
24016,1,0.0,1.0
24017,1,0.0,1.0
24018,1,0.4,0.6
24019,0,0.6,0.4
24020,0,0.6,0.4
24021,1,0.0,1.0
24022,1,0.0,1.0
24023,1,0.0,1.0
